customer_number,household_size,quarter,amount
909,2,"Q1 Balance",881
910,4,"Q1 Balance",40
911,3,"Q1 Balance",698
912,4,"Q1 Balance",799
913,4,"Q1 Balance",157
914,3,"Q1 Balance",915
915,5,"Q1 Balance",868
916,3,"Q1 Balance",732
917,5,"Q1 Balance",2162
918,3,"Q1 Balance",1953
919,4,"Q1 Balance",304
920,2,"Q1 Balance",1531
921,3,"Q1 Balance",1371
922,4,"Q1 Balance",102
923,3,"Q1 Balance",477
924,5,"Q1 Balance",1068
925,5,"Q1 Balance",375
926,2,"Q1 Balance",392
927,3,"Q1 Balance",849
928,3,"Q1 Balance",1939
929,4,"Q1 Balance",190
930,4,"Q1 Balance",295
931,3,"Q1 Balance",1508
932,2,"Q1 Balance",642
933,4,"Q1 Balance",1702
934,4,"Q1 Balance",453
935,3,"Q1 Balance",504
936,4,"Q1 Balance",967
937,4,"Q1 Balance",1378
938,4,"Q1 Balance",996
939,4,"Q1 Balance",47
940,5,"Q1 Balance",624
941,3,"Q1 Balance",1869
942,4,"Q1 Balance",953
943,5,"Q1 Balance",1648
944,5,"Q1 Balance",1675
945,3,"Q1 Balance",459
946,2,"Q1 Balance",914
947,4,"Q1 Balance",523
948,5,"Q1 Balance",774
949,1,"Q1 Balance",686
950,3,"Q1 Balance",1919
951,4,"Q1 Balance",806
952,5,"Q1 Balance",2047
953,3,"Q1 Balance",1269
954,2,"Q1 Balance",30
955,3,"Q1 Balance",514
956,4,"Q1 Balance",387
957,4,"Q1 Balance",945
958,5,"Q1 Balance",1850
959,2,"Q1 Balance",87
960,3,"Q1 Balance",1748
961,3,"Q1 Balance",1399
962,4,"Q1 Balance",439
963,2,"Q1 Balance",565
964,3,"Q1 Balance",1507
965,3,"Q1 Balance",436
966,5,"Q1 Balance",763
967,3,"Q1 Balance",2082
968,3,"Q1 Balance",116
969,4,"Q1 Balance",1975
970,6,"Q1 Balance",79
971,3,"Q1 Balance",1476
972,1,"Q1 Balance",1576
973,2,"Q1 Balance",1790
974,3,"Q1 Balance",1579
975,3,"Q1 Balance",284
976,1,"Q1 Balance",243
977,4,"Q1 Balance",541
978,2,"Q1 Balance",325
979,5,"Q1 Balance",1542
980,4,"Q1 Balance",1530
981,2,"Q1 Balance",17
982,2,"Q1 Balance",589
983,3,"Q1 Balance",1939
984,5,"Q1 Balance",138
985,3,"Q1 Balance",589
986,5,"Q1 Balance",391
987,3,"Q1 Balance",489
988,4,"Q1 Balance",1681
989,3,"Q1 Balance",1715
990,3,"Q1 Balance",2059
991,5,"Q1 Balance",1601
992,4,"Q1 Balance",748
993,4,"Q1 Balance",308
994,5,"Q1 Balance",1534
995,3,"Q1 Balance",944
996,4,"Q1 Balance",426
997,2,"Q1 Balance",1627
998,3,"Q1 Balance",1296
999,2,"Q1 Balance",283
1000,4,"Q1 Balance",305
1001,3,"Q1 Balance",970
1002,2,"Q1 Balance",932
1003,4,"Q1 Balance",1687
1004,2,"Q1 Balance",135
1005,2,"Q1 Balance",1985
1006,5,"Q1 Balance",518
1007,2,"Q1 Balance",1671
1008,2,"Q1 Balance",86
1009,5,"Q1 Balance",1485
1010,4,"Q1 Balance",941
1011,4,"Q1 Balance",655
1012,2,"Q1 Balance",206
1013,5,"Q1 Balance",485
1014,4,"Q1 Balance",518
1015,2,"Q1 Balance",1450
1016,3,"Q1 Balance",1934
1017,5,"Q1 Balance",927
1018,2,"Q1 Balance",1225
1019,4,"Q1 Balance",346
1020,3,"Q1 Balance",402
1021,2,"Q1 Balance",856
1022,3,"Q1 Balance",922
1023,3,"Q1 Balance",403
1024,4,"Q1 Balance",894
1025,3,"Q1 Balance",1545
1026,3,"Q1 Balance",1760
1027,4,"Q1 Balance",1927
1028,2,"Q1 Balance",217
1029,3,"Q1 Balance",1337
1030,2,"Q1 Balance",540
1031,2,"Q1 Balance",322
1032,3,"Q1 Balance",1534
1033,4,"Q1 Balance",874
1034,4,"Q1 Balance",1889
1035,2,"Q1 Balance",916
1036,3,"Q1 Balance",766
1037,3,"Q1 Balance",1575
1038,3,"Q1 Balance",1781
1039,3,"Q1 Balance",77
1040,5,"Q1 Balance",775
1041,3,"Q1 Balance",851
1042,3,"Q1 Balance",776
1043,3,"Q1 Balance",2141
1044,2,"Q1 Balance",1360
1045,3,"Q1 Balance",1631
1046,5,"Q1 Balance",945
1047,3,"Q1 Balance",925
1048,3,"Q1 Balance",255
1049,4,"Q1 Balance",584
1050,4,"Q1 Balance",387
1051,3,"Q1 Balance",1592
1052,4,"Q1 Balance",1882
1053,4,"Q1 Balance",146
1054,3,"Q1 Balance",614
1055,3,"Q1 Balance",74
1056,2,"Q1 Balance",286
1057,4,"Q1 Balance",1929
1058,3,"Q1 Balance",2179
1059,2,"Q1 Balance",681
1060,5,"Q1 Balance",842
1061,4,"Q1 Balance",930
1062,4,"Q1 Balance",921
1063,4,"Q1 Balance",738
1064,2,"Q1 Balance",182
1065,4,"Q1 Balance",1840
1066,6,"Q1 Balance",209
1067,6,"Q1 Balance",1313
1068,4,"Q1 Balance",712
1069,4,"Q1 Balance",503
1070,3,"Q1 Balance",346
1071,2,"Q1 Balance",1289
1072,5,"Q1 Balance",658
1073,4,"Q1 Balance",1120
1074,1,"Q1 Balance",190
1075,3,"Q1 Balance",692
1076,3,"Q1 Balance",459
1077,2,"Q1 Balance",1264
1078,5,"Q1 Balance",133
1079,3,"Q1 Balance",1687
1080,2,"Q1 Balance",1419
1081,2,"Q1 Balance",406
1082,4,"Q1 Balance",982
1083,3,"Q1 Balance",365
1084,4,"Q1 Balance",981
1085,4,"Q1 Balance",126
1086,3,"Q1 Balance",687
1087,5,"Q1 Balance",357
1088,4,"Q1 Balance",613
1089,3,"Q1 Balance",1918
1090,3,"Q1 Balance",1982
1091,4,"Q1 Balance",1715
1092,1,"Q1 Balance",635
1093,3,"Q1 Balance",1295
1094,3,"Q1 Balance",783
1095,3,"Q1 Balance",521
1096,3,"Q1 Balance",631
1097,5,"Q1 Balance",206
1098,2,"Q1 Balance",57
1099,3,"Q1 Balance",61
1100,2,"Q1 Balance",1963
1101,6,"Q1 Balance",1731
1102,3,"Q1 Balance",781
1103,2,"Q1 Balance",1675
1104,3,"Q1 Balance",1733
1105,3,"Q1 Balance",664
1106,4,"Q1 Balance",1384
1107,4,"Q1 Balance",175
1108,5,"Q1 Balance",15
1109,2,"Q1 Balance",288
1110,4,"Q1 Balance",1350
1111,1,"Q1 Balance",958
1112,4,"Q1 Balance",585
1113,5,"Q1 Balance",1931
1114,4,"Q1 Balance",329
1115,4,"Q1 Balance",467
1116,3,"Q1 Balance",742
1117,3,"Q1 Balance",995
1118,3,"Q1 Balance",903
1119,2,"Q1 Balance",124
1120,6,"Q1 Balance",1777
1121,4,"Q1 Balance",257
1122,4,"Q1 Balance",400
1123,4,"Q1 Balance",2174
1124,2,"Q1 Balance",1112
1125,4,"Q1 Balance",628
1126,5,"Q1 Balance",1977
1127,2,"Q1 Balance",1717
1128,4,"Q1 Balance",694
1129,2,"Q1 Balance",323
1130,5,"Q1 Balance",867
1131,3,"Q1 Balance",1337
1132,3,"Q1 Balance",418
1133,2,"Q1 Balance",1309
1134,5,"Q1 Balance",200
1135,2,"Q1 Balance",1901
1136,3,"Q1 Balance",106
1137,4,"Q1 Balance",1582
1138,5,"Q1 Balance",126
1139,1,"Q1 Balance",1655
1140,4,"Q1 Balance",1046
1141,3,"Q1 Balance",320
1142,4,"Q1 Balance",1032
1143,2,"Q1 Balance",474
1144,5,"Q1 Balance",894
1145,5,"Q1 Balance",1870
1146,2,"Q1 Balance",828
1147,3,"Q1 Balance",1490
1148,2,"Q1 Balance",1642
1149,4,"Q1 Balance",67
1150,4,"Q1 Balance",96
1151,4,"Q1 Balance",870
1152,4,"Q1 Balance",204
1153,4,"Q1 Balance",2169
1154,4,"Q1 Balance",1752
1155,2,"Q1 Balance",856
1156,2,"Q1 Balance",1980
1157,5,"Q1 Balance",1613
1158,2,"Q1 Balance",283
1159,3,"Q1 Balance",646
1160,2,"Q1 Balance",595
1161,3,"Q1 Balance",1862
1162,3,"Q1 Balance",512
1163,4,"Q1 Balance",1739
1164,4,"Q1 Balance",1807
1165,4,"Q1 Balance",1668
1166,2,"Q1 Balance",843
1167,3,"Q1 Balance",1541
1168,4,"Q1 Balance",244
1169,2,"Q1 Balance",1825
1170,4,"Q1 Balance",937
1171,3,"Q1 Balance",45
1172,5,"Q1 Balance",1633
1173,3,"Q1 Balance",1678
1174,1,"Q1 Balance",2168
1175,4,"Q1 Balance",548
1176,5,"Q1 Balance",1270
1177,2,"Q1 Balance",621
1178,2,"Q1 Balance",884
1179,2,"Q1 Balance",985
1180,3,"Q1 Balance",1098
1181,5,"Q1 Balance",1646
1182,3,"Q1 Balance",1335
1183,3,"Q1 Balance",1926
1184,4,"Q1 Balance",583
1185,4,"Q1 Balance",106
1186,4,"Q1 Balance",2182
1187,6,"Q1 Balance",1639
1188,4,"Q1 Balance",31
1189,3,"Q1 Balance",1006
1190,3,"Q1 Balance",313
1191,2,"Q1 Balance",777
1192,4,"Q1 Balance",772
1193,2,"Q1 Balance",672
1194,3,"Q1 Balance",249
1195,5,"Q1 Balance",247
1196,2,"Q1 Balance",470
1197,6,"Q1 Balance",895
1198,3,"Q1 Balance",822
1199,4,"Q1 Balance",495
1200,4,"Q1 Balance",592
1201,3,"Q1 Balance",724
1202,4,"Q1 Balance",995
1203,2,"Q1 Balance",1873
1204,4,"Q1 Balance",509
1205,3,"Q1 Balance",321
1206,2,"Q1 Balance",1412
1207,2,"Q1 Balance",1239
1208,4,"Q1 Balance",1493
1209,2,"Q1 Balance",1745
1210,5,"Q1 Balance",1916
1211,4,"Q1 Balance",225
1212,6,"Q1 Balance",1799
1213,1,"Q1 Balance",1560
1214,2,"Q1 Balance",345
1215,4,"Q1 Balance",959
1216,1,"Q1 Balance",1297
1217,2,"Q1 Balance",277
1218,3,"Q1 Balance",556
1219,4,"Q1 Balance",1595
1220,5,"Q1 Balance",590
1221,4,"Q1 Balance",361
1222,3,"Q1 Balance",116
1223,4,"Q1 Balance",794
1224,3,"Q1 Balance",980
1225,3,"Q1 Balance",132
1226,5,"Q1 Balance",377
1227,4,"Q1 Balance",871
1228,3,"Q1 Balance",492
1229,5,"Q1 Balance",468
1230,5,"Q1 Balance",773
1231,3,"Q1 Balance",55
1232,5,"Q1 Balance",846
1233,2,"Q1 Balance",986
1234,5,"Q1 Balance",1866
1235,3,"Q1 Balance",11
1236,3,"Q1 Balance",919
1237,2,"Q1 Balance",1431
1238,3,"Q1 Balance",645
1239,5,"Q1 Balance",570
1240,2,"Q1 Balance",734
1241,5,"Q1 Balance",837
1242,3,"Q1 Balance",1570
1243,5,"Q1 Balance",788
1244,6,"Q1 Balance",836
1245,3,"Q1 Balance",601
1246,4,"Q1 Balance",604
1247,2,"Q1 Balance",1041
1248,3,"Q1 Balance",957
1249,5,"Q1 Balance",551
1250,4,"Q1 Balance",978
1251,3,"Q1 Balance",2006
1252,3,"Q1 Balance",153
1253,3,"Q1 Balance",860
1254,4,"Q1 Balance",485
1255,5,"Q1 Balance",243
1256,4,"Q1 Balance",210
1257,5,"Q1 Balance",760
1258,3,"Q1 Balance",351
1259,4,"Q1 Balance",109
1260,4,"Q1 Balance",826
1261,4,"Q1 Balance",1236
1262,4,"Q1 Balance",1642
1263,5,"Q1 Balance",301
1264,3,"Q1 Balance",1639
1265,4,"Q1 Balance",356
1266,3,"Q1 Balance",721
1267,4,"Q1 Balance",610
1268,5,"Q1 Balance",758
1269,5,"Q1 Balance",1960
1270,2,"Q1 Balance",140
1271,1,"Q1 Balance",643
1272,4,"Q1 Balance",1681
1273,6,"Q1 Balance",612
1274,4,"Q1 Balance",558
1275,4,"Q1 Balance",857
1276,3,"Q1 Balance",1650
1277,5,"Q1 Balance",856
1278,5,"Q1 Balance",812
1279,3,"Q1 Balance",736
1280,5,"Q1 Balance",269
1281,2,"Q1 Balance",934
1282,4,"Q1 Balance",1977
1283,4,"Q1 Balance",439
1284,3,"Q1 Balance",167
1285,2,"Q1 Balance",849
1286,4,"Q1 Balance",497
1287,4,"Q1 Balance",527
1288,4,"Q1 Balance",137
1289,6,"Q1 Balance",1392
1290,3,"Q1 Balance",592
1291,3,"Q1 Balance",1862
1292,2,"Q1 Balance",694
1293,2,"Q1 Balance",183
1294,3,"Q1 Balance",1405
1295,3,"Q1 Balance",955
1296,4,"Q1 Balance",1784
1297,3,"Q1 Balance",230
1298,3,"Q1 Balance",1962
1299,4,"Q1 Balance",1706
1300,4,"Q1 Balance",970
1301,3,"Q1 Balance",402
1302,3,"Q1 Balance",317
1303,5,"Q1 Balance",588
1304,3,"Q1 Balance",563
1305,2,"Q1 Balance",1475
1306,3,"Q1 Balance",1069
1307,5,"Q1 Balance",533
1308,2,"Q1 Balance",742
1309,4,"Q1 Balance",493
1310,3,"Q1 Balance",384
1311,4,"Q1 Balance",1971
1312,3,"Q1 Balance",493
1313,3,"Q1 Balance",142
1314,5,"Q1 Balance",1908
1315,3,"Q1 Balance",731
1316,5,"Q1 Balance",942
1317,3,"Q1 Balance",429
1318,4,"Q1 Balance",570
1319,4,"Q1 Balance",751
1320,3,"Q1 Balance",919
1321,3,"Q1 Balance",1671
1322,2,"Q1 Balance",375
1323,3,"Q1 Balance",777
1324,3,"Q1 Balance",596
1325,3,"Q1 Balance",1543
1326,6,"Q1 Balance",1824
1327,5,"Q1 Balance",736
1328,2,"Q1 Balance",400
1329,4,"Q1 Balance",217
1330,4,"Q1 Balance",1438
1331,3,"Q1 Balance",609
1332,4,"Q1 Balance",88
1333,1,"Q1 Balance",952
1334,4,"Q1 Balance",480
1335,5,"Q1 Balance",403
1336,2,"Q1 Balance",917
1337,3,"Q1 Balance",1658
1338,4,"Q1 Balance",508
1339,4,"Q1 Balance",1435
1340,6,"Q1 Balance",136
1341,5,"Q1 Balance",177
1342,3,"Q1 Balance",2108
1343,4,"Q1 Balance",1711
1344,1,"Q1 Balance",1432
1345,2,"Q1 Balance",1689
1346,6,"Q1 Balance",173
1347,4,"Q1 Balance",652
1348,4,"Q1 Balance",81
1349,4,"Q1 Balance",467
1350,4,"Q1 Balance",844
1351,2,"Q1 Balance",1219
1352,3,"Q1 Balance",642
1353,3,"Q1 Balance",534
1354,2,"Q1 Balance",592
1355,2,"Q1 Balance",327
1356,6,"Q1 Balance",847
1357,4,"Q1 Balance",961
1358,3,"Q1 Balance",585
1359,3,"Q1 Balance",515
1360,4,"Q1 Balance",793
1361,4,"Q1 Balance",549
1362,4,"Q1 Balance",448
1363,5,"Q1 Balance",701
1364,4,"Q1 Balance",151
1365,3,"Q1 Balance",2047
1366,3,"Q1 Balance",302
1367,1,"Q1 Balance",1102
1368,4,"Q1 Balance",1803
1369,5,"Q1 Balance",436
1370,4,"Q1 Balance",507
1371,3,"Q1 Balance",330
1372,3,"Q1 Balance",1777
1373,6,"Q1 Balance",2046
1374,3,"Q1 Balance",1498
1375,3,"Q1 Balance",1966
1376,3,"Q1 Balance",692
1377,3,"Q1 Balance",713
1378,1,"Q1 Balance",1671
1379,5,"Q1 Balance",770
1380,2,"Q1 Balance",248
1381,3,"Q1 Balance",572
1382,3,"Q1 Balance",217
1383,2,"Q1 Balance",642
1384,4,"Q1 Balance",1395
1385,2,"Q1 Balance",514
1386,3,"Q1 Balance",1544
1387,3,"Q1 Balance",95
1388,2,"Q1 Balance",1581
1389,4,"Q1 Balance",2081
1390,5,"Q1 Balance",1644
1391,5,"Q1 Balance",862
1392,4,"Q1 Balance",1638
1393,3,"Q1 Balance",17
1394,5,"Q1 Balance",1874
1395,3,"Q1 Balance",211
1396,4,"Q1 Balance",264
1397,2,"Q1 Balance",696
1398,3,"Q1 Balance",82
1399,4,"Q1 Balance",359
1400,3,"Q1 Balance",169
1401,4,"Q1 Balance",256
1402,3,"Q1 Balance",1992
1403,4,"Q1 Balance",542
1404,3,"Q1 Balance",888
1405,2,"Q1 Balance",1837
1406,3,"Q1 Balance",1655
1407,2,"Q1 Balance",898
1408,4,"Q1 Balance",793
1409,4,"Q1 Balance",1052
1410,5,"Q1 Balance",1761
1411,1,"Q1 Balance",679
1412,5,"Q1 Balance",939
1413,2,"Q1 Balance",877
1414,3,"Q1 Balance",921
1415,2,"Q1 Balance",995
1416,3,"Q1 Balance",249
1417,5,"Q1 Balance",1969
1418,5,"Q1 Balance",548
1419,4,"Q1 Balance",400
1420,2,"Q1 Balance",173
1421,2,"Q1 Balance",1977
1422,4,"Q1 Balance",176
1423,4,"Q1 Balance",1543
1424,4,"Q1 Balance",285
1425,4,"Q1 Balance",487
1426,3,"Q1 Balance",1681
1427,5,"Q1 Balance",328
1428,2,"Q1 Balance",1564
1429,4,"Q1 Balance",1697
1430,3,"Q1 Balance",171
1431,3,"Q1 Balance",533
1432,3,"Q1 Balance",2
1433,4,"Q1 Balance",125
1434,4,"Q1 Balance",1140
1435,4,"Q1 Balance",210
1436,5,"Q1 Balance",165
1437,3,"Q1 Balance",1793
1438,3,"Q1 Balance",1485
1439,2,"Q1 Balance",1477
1440,2,"Q1 Balance",345
1441,2,"Q1 Balance",847
1442,5,"Q1 Balance",1817
1443,3,"Q1 Balance",1606
1444,1,"Q1 Balance",1751
1445,5,"Q1 Balance",411
1446,3,"Q1 Balance",589
1447,4,"Q1 Balance",2061
1448,2,"Q1 Balance",636
1449,4,"Q1 Balance",1314
1450,4,"Q1 Balance",525
1451,5,"Q1 Balance",1381
1452,3,"Q1 Balance",224
1453,4,"Q1 Balance",1787
1454,4,"Q1 Balance",320
1455,5,"Q1 Balance",454
1456,4,"Q1 Balance",1448
1457,2,"Q1 Balance",1236
1458,4,"Q1 Balance",1793
1459,3,"Q1 Balance",953
1460,4,"Q1 Balance",2147
1461,4,"Q1 Balance",182
1462,1,"Q1 Balance",1730
1463,5,"Q1 Balance",314
1464,5,"Q1 Balance",713
1465,4,"Q1 Balance",1787
1466,4,"Q1 Balance",860
1467,3,"Q1 Balance",322
1468,4,"Q1 Balance",783
1469,5,"Q1 Balance",547
1470,5,"Q1 Balance",1752
1471,5,"Q1 Balance",1996
1472,5,"Q1 Balance",1899
1473,5,"Q1 Balance",249
1474,2,"Q1 Balance",44
1475,2,"Q1 Balance",494
1476,5,"Q1 Balance",447
1477,3,"Q1 Balance",309
1478,4,"Q1 Balance",1901
1479,4,"Q1 Balance",703
1480,4,"Q1 Balance",514
1481,4,"Q1 Balance",935
1482,2,"Q1 Balance",235
1483,3,"Q1 Balance",1998
1484,4,"Q1 Balance",257
1485,2,"Q1 Balance",165
1486,4,"Q1 Balance",447
1487,4,"Q1 Balance",456
1488,2,"Q1 Balance",637
1489,3,"Q1 Balance",295
1490,2,"Q1 Balance",1392
1491,5,"Q1 Balance",137
1492,5,"Q1 Balance",465
1493,3,"Q1 Balance",250
1494,3,"Q1 Balance",473
1495,4,"Q1 Balance",700
1496,2,"Q1 Balance",161
1497,2,"Q1 Balance",427
1498,3,"Q1 Balance",1422
1499,4,"Q1 Balance",609
1500,2,"Q1 Balance",972
1501,4,"Q1 Balance",1750
1502,1,"Q1 Balance",879
1503,5,"Q1 Balance",20
1504,4,"Q1 Balance",2038
1505,5,"Q1 Balance",563
1506,3,"Q1 Balance",2
1507,3,"Q1 Balance",498
1508,4,"Q1 Balance",1845
1509,5,"Q1 Balance",1908
1510,3,"Q1 Balance",343
1511,5,"Q1 Balance",760
1512,3,"Q1 Balance",864
1513,4,"Q1 Balance",921
1514,2,"Q1 Balance",668
1515,4,"Q1 Balance",1815
1516,2,"Q1 Balance",115
1517,1,"Q1 Balance",4
1518,4,"Q1 Balance",146
1519,4,"Q1 Balance",419
1520,4,"Q1 Balance",1655
1521,3,"Q1 Balance",945
1522,1,"Q1 Balance",1602
1523,1,"Q1 Balance",730
1524,3,"Q1 Balance",683
1525,6,"Q1 Balance",530
1526,6,"Q1 Balance",13
1527,2,"Q1 Balance",2177
1528,3,"Q1 Balance",1650
1529,2,"Q1 Balance",80
1530,3,"Q1 Balance",299
1531,3,"Q1 Balance",374
1532,4,"Q1 Balance",1025
1533,4,"Q1 Balance",1501
1534,4,"Q1 Balance",745
1535,3,"Q1 Balance",1551
1536,2,"Q1 Balance",934
1537,4,"Q1 Balance",1811
1538,5,"Q1 Balance",716
1539,3,"Q1 Balance",526
1540,4,"Q1 Balance",1507
1541,4,"Q1 Balance",68
1542,4,"Q1 Balance",385
1543,5,"Q1 Balance",324
1544,4,"Q1 Balance",338
1545,4,"Q1 Balance",577
1546,4,"Q1 Balance",92
1547,3,"Q1 Balance",951
1548,4,"Q1 Balance",956
1549,1,"Q1 Balance",117
1550,5,"Q1 Balance",424
1551,3,"Q1 Balance",1473
1552,4,"Q1 Balance",289
1553,4,"Q1 Balance",1955
1554,4,"Q1 Balance",1686
1555,3,"Q1 Balance",315
1556,6,"Q1 Balance",630
1557,2,"Q1 Balance",1951
1558,3,"Q1 Balance",622
1559,5,"Q1 Balance",1883
1560,1,"Q1 Balance",163
1561,4,"Q1 Balance",218
1562,4,"Q1 Balance",637
1563,2,"Q1 Balance",264
1564,5,"Q1 Balance",774
1565,4,"Q1 Balance",1869
1566,3,"Q1 Balance",1861
1567,5,"Q1 Balance",747
1568,5,"Q1 Balance",1711
1569,5,"Q1 Balance",2103
1570,3,"Q1 Balance",1840
1571,3,"Q1 Balance",922
1572,4,"Q1 Balance",578
1573,1,"Q1 Balance",322
1574,1,"Q1 Balance",1736
1575,4,"Q1 Balance",183
1576,1,"Q1 Balance",986
1577,3,"Q1 Balance",242
1578,4,"Q1 Balance",1629
1579,4,"Q1 Balance",190
1580,3,"Q1 Balance",101
1581,5,"Q1 Balance",873
1582,2,"Q1 Balance",718
1583,2,"Q1 Balance",1763
1584,4,"Q1 Balance",981
1585,3,"Q1 Balance",890
1586,3,"Q1 Balance",308
1587,2,"Q1 Balance",32
1588,3,"Q1 Balance",80
1589,2,"Q1 Balance",761
1590,4,"Q1 Balance",1525
1591,5,"Q1 Balance",706
1592,5,"Q1 Balance",1446
1593,3,"Q1 Balance",852
1594,4,"Q1 Balance",425
1595,4,"Q1 Balance",145
1596,2,"Q1 Balance",1510
1597,2,"Q1 Balance",853
1598,2,"Q1 Balance",875
1599,2,"Q1 Balance",1765
1600,2,"Q1 Balance",1941
1601,4,"Q1 Balance",583
1602,4,"Q1 Balance",669
1603,4,"Q1 Balance",660
1604,4,"Q1 Balance",1314
1605,4,"Q1 Balance",1205
1606,4,"Q1 Balance",765
1607,4,"Q1 Balance",272
1608,4,"Q1 Balance",177
1609,6,"Q1 Balance",159
1610,3,"Q1 Balance",1646
1611,4,"Q1 Balance",651
1612,3,"Q1 Balance",455
1613,2,"Q1 Balance",698
1614,3,"Q1 Balance",533
1615,4,"Q1 Balance",289
1616,3,"Q1 Balance",637
1617,3,"Q1 Balance",347
1618,4,"Q1 Balance",146
1619,5,"Q1 Balance",537
1620,6,"Q1 Balance",609
1621,2,"Q1 Balance",475
1622,3,"Q1 Balance",1892
1623,4,"Q1 Balance",2181
1624,3,"Q1 Balance",81
1625,5,"Q1 Balance",748
1626,4,"Q1 Balance",1290
1627,4,"Q1 Balance",468
1628,4,"Q1 Balance",676
1629,4,"Q1 Balance",384
1630,4,"Q1 Balance",506
1631,3,"Q1 Balance",231
1632,4,"Q1 Balance",1321
1633,3,"Q1 Balance",552
1634,3,"Q1 Balance",1549
1635,3,"Q1 Balance",1849
1636,3,"Q1 Balance",361
1637,5,"Q1 Balance",118
1638,3,"Q1 Balance",283
1639,4,"Q1 Balance",1967
1640,4,"Q1 Balance",240
1641,4,"Q1 Balance",1317
1642,3,"Q1 Balance",156
1643,3,"Q1 Balance",943
1644,5,"Q1 Balance",1457
1645,3,"Q1 Balance",447
1646,4,"Q1 Balance",310
1647,3,"Q1 Balance",577
1648,3,"Q1 Balance",985
1649,3,"Q1 Balance",1321
1650,3,"Q1 Balance",2072
1651,1,"Q1 Balance",361
1652,4,"Q1 Balance",1633
1653,5,"Q1 Balance",160
1654,4,"Q1 Balance",619
1655,3,"Q1 Balance",4
1656,4,"Q1 Balance",746
1657,4,"Q1 Balance",169
1658,3,"Q1 Balance",745
1659,1,"Q1 Balance",1127
1660,2,"Q1 Balance",277
1661,4,"Q1 Balance",149
1662,4,"Q1 Balance",248
1663,2,"Q1 Balance",732
1664,3,"Q1 Balance",1518
1665,3,"Q1 Balance",675
1666,3,"Q1 Balance",876
1667,3,"Q1 Balance",946
1668,3,"Q1 Balance",234
1669,3,"Q1 Balance",76
1670,5,"Q1 Balance",1504
1671,3,"Q1 Balance",796
1672,3,"Q1 Balance",550
1673,3,"Q1 Balance",1998
1674,4,"Q1 Balance",975
1675,3,"Q1 Balance",913
1676,5,"Q1 Balance",634
1677,3,"Q1 Balance",11
1678,3,"Q1 Balance",1699
1679,3,"Q1 Balance",1803
1680,4,"Q1 Balance",1364
1681,3,"Q1 Balance",497
1682,4,"Q1 Balance",1530
1683,5,"Q1 Balance",719
1684,2,"Q1 Balance",475
1685,4,"Q1 Balance",1227
1686,2,"Q1 Balance",461
1687,3,"Q1 Balance",1980
1688,4,"Q1 Balance",121
1689,3,"Q1 Balance",1014
1690,3,"Q1 Balance",878
1691,5,"Q1 Balance",835
1692,1,"Q1 Balance",967
1693,4,"Q1 Balance",1747
1694,5,"Q1 Balance",213
1695,2,"Q1 Balance",1758
1696,6,"Q1 Balance",45
1697,4,"Q1 Balance",904
1698,5,"Q1 Balance",911
1699,5,"Q1 Balance",820
1700,2,"Q1 Balance",712
1701,3,"Q1 Balance",1526
1702,3,"Q1 Balance",70
1703,4,"Q1 Balance",860
1704,2,"Q1 Balance",968
1705,3,"Q1 Balance",834
1706,5,"Q1 Balance",1299
1707,5,"Q1 Balance",1533
1708,5,"Q1 Balance",887
1709,3,"Q1 Balance",1621
1710,4,"Q1 Balance",436
1711,4,"Q1 Balance",1923
1712,4,"Q1 Balance",836
1713,3,"Q1 Balance",1022
1714,4,"Q1 Balance",961
1715,3,"Q1 Balance",46
1716,4,"Q1 Balance",38
1717,1,"Q1 Balance",374
1718,3,"Q1 Balance",68
1719,2,"Q1 Balance",557
1720,3,"Q1 Balance",557
1721,5,"Q1 Balance",119
1722,3,"Q1 Balance",242
1723,4,"Q1 Balance",99
1724,3,"Q1 Balance",695
1725,4,"Q1 Balance",906
1726,2,"Q1 Balance",525
1727,1,"Q1 Balance",698
1728,4,"Q1 Balance",639
1729,3,"Q1 Balance",875
1730,2,"Q1 Balance",470
1731,4,"Q1 Balance",1872
1732,2,"Q1 Balance",531
1733,3,"Q1 Balance",341
1734,2,"Q1 Balance",313
1735,1,"Q1 Balance",1827
1736,3,"Q1 Balance",364
1737,3,"Q1 Balance",235
1738,3,"Q1 Balance",973
1739,2,"Q1 Balance",222
1740,4,"Q1 Balance",118
1741,4,"Q1 Balance",1925
1742,3,"Q1 Balance",1356
1743,4,"Q1 Balance",1729
1744,2,"Q1 Balance",363
1745,4,"Q1 Balance",1582
1746,3,"Q1 Balance",180
1747,6,"Q1 Balance",731
1748,4,"Q1 Balance",432
1749,3,"Q1 Balance",1692
1750,4,"Q1 Balance",454
1751,3,"Q1 Balance",1829
1752,5,"Q1 Balance",893
1753,5,"Q1 Balance",328
1754,5,"Q1 Balance",170
1755,5,"Q1 Balance",1999
1756,3,"Q1 Balance",415
1757,5,"Q1 Balance",909
1758,4,"Q1 Balance",71
1759,2,"Q1 Balance",1759
1760,2,"Q1 Balance",542
1761,3,"Q1 Balance",1455
1762,4,"Q1 Balance",2119
1763,3,"Q1 Balance",488
1764,3,"Q1 Balance",858
1765,6,"Q1 Balance",676
1766,5,"Q1 Balance",815
1767,5,"Q1 Balance",246
1768,3,"Q1 Balance",826
1769,3,"Q1 Balance",1766
1770,3,"Q1 Balance",751
